image_path,class_name,sha256,leaf_group_id,leaf_number,mapping_status,mapping_method,mapping_source,physical_leaf_identity_verified,split,split_unit_id,split_unit_type
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\49e69c3a-1392-4754-b149-79c0f008fe40___UF.GRC_YLCV_Lab 02592.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,fd9f6433449c294192232d8bc23bed1607f4fc20a17caf89444ff10895ade894,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::fd9f6433449c294192232d8bc23bed1607f4fc20a17caf89444ff10895ade894,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4a030465-e219-4c2a-9177-86da30645ce1___UF.GRC_YLCV_Lab 09342.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,b31af83b0d24e2dbe16abc4d5e1ef191d189d289f08997ce075513e89a6d89ed,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::b31af83b0d24e2dbe16abc4d5e1ef191d189d289f08997ce075513e89a6d89ed,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4a339e6d-1ba7-4180-86a5-c9682ec87516___UF.GRC_YLCV_Lab 01835.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,8c28a7e974e943e343879355e0b843d3410236bea448aac172eedb811302e899,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::8c28a7e974e943e343879355e0b843d3410236bea448aac172eedb811302e899,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4a71b484-052c-43d2-9007-265bb971db2b___YLCV_NREC 2878.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,c579ae9e723eb831ad76f724b737bae89c1e3d8b44345c1966fc4f8cedc7f89e,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::657.0,657.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::657.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4a76ec70-81ea-4342-90ee-73c59833e1e6___YLCV_NREC 2549.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,e144dd49a9c57044ad2d833aa2d1a57551583287454508d189fc99665dbe333c,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::575.0,575.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::575.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4a9a6004-4762-4567-9423-94a7bd370f97___UF.GRC_YLCV_Lab 02717.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,ffdc15ede7892df986eec68402b4d112c30f6a2de81f564976716dc297fa8896,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::ffdc15ede7892df986eec68402b4d112c30f6a2de81f564976716dc297fa8896,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4aa9556f-ef31-4894-bcd0-09ed19641349___YLCV_NREC 2709.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,705ce42705cada40fb4f0df7605b4af4a12b3ab29f7e8119affc489f06803305,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::615.0,615.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::615.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4ab9c8af-8dc7-428a-b1ef-f8faaea340db___UF.GRC_YLCV_Lab 02716.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,67c5bfb3b54dd744662bffc94e12ca2769e687f658ead89e6a0a78e6e7828d3d,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::67c5bfb3b54dd744662bffc94e12ca2769e687f658ead89e6a0a78e6e7828d3d,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4ac1ce9a-350f-4101-9562-b0db390365ae___UF.GRC_YLCV_Lab 03384.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,b113c20c5d32882fed71bc1da1250bc0c98470cf25dc51f1dcb9b43dea2be87b,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::b113c20c5d32882fed71bc1da1250bc0c98470cf25dc51f1dcb9b43dea2be87b,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4ad01f87-c626-49e6-b683-188155a87116___UF.GRC_YLCV_Lab 02238.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,24da1727a71e3a9a00dccd894c2b0f5ed6e6369fdc12df7fe08e4599af08065e,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::24da1727a71e3a9a00dccd894c2b0f5ed6e6369fdc12df7fe08e4599af08065e,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4ae10eb4-cd1f-490e-9ffe-61e348dad2b9___YLCV_GCREC 2785.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,909408e538f48ee01f938d9872256664341e882058ebf577a34a7c6d8b6c93fb,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::222.0,222.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::222.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4ae45072-4db3-477d-9ace-9a08ce483d46___UF.GRC_YLCV_Lab 01407.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,9000b224e31bf2111d432bccf49553d60f0d155414e1e0e531c601445b4f4511,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::9000b224e31bf2111d432bccf49553d60f0d155414e1e0e531c601445b4f4511,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4ae66de5-2a7a-41bf-b0c3-7c00d2ce3b21___UF.GRC_YLCV_Lab 02136.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0476bbcbc85ad20554596e23cb3ea367e0bc442f4348a54825e0e365e0b36d1d,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::0476bbcbc85ad20554596e23cb3ea367e0bc442f4348a54825e0e365e0b36d1d,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4af9c16d-2976-48f1-bb9a-bf7a3137488a___UF.GRC_YLCV_Lab 03352.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,31b8e0399bd8640ab85dedd3a4466581be8037e39008ac6d78c32594a5d164f1,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::31b8e0399bd8640ab85dedd3a4466581be8037e39008ac6d78c32594a5d164f1,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4b0733bc-70fa-46f7-9861-b135a461b67f___YLCV_GCREC 2397.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,c6cbb5f186db3c43572049bfd4642ebcda5c49959feb4e0f461aea08f2198fe6,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::125.0,125.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::125.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4b2cf9f5-73eb-447d-ac4e-cfab8a228eb9___YLCV_GCREC 2158.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,22ef5be70256d7ad70e894eb1a9b79858fb37efb4f952f350682c806e4aa9006,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::66.0,66.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::66.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4b2e4a8c-a995-4aa6-8b50-7d41ef8a7255___YLCV_GCREC 5433.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,88fe536519105d26c8bbfe8a661334708d68df57284850b01746c243f35fa9b1,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::341.0,341.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::341.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4b2f69cb-a22c-4b02-924c-1b2f7da09f9e___YLCV_GCREC 2633.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,8da623417dd0c9bf98b64ca36a0dd87cd570ccb01ef0d193c6d4a2f5776b7350,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::184.0,184.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::184.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4b4f6e75-ef0b-4a43-a67e-44203fa8c229___YLCV_GCREC 2344.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0a607fde7d3055baf1088fc20c755bb60c109a000a3bd58c2e5b2157fd2410fa,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::112.0,112.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::112.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4b70db95-588f-439d-a73b-ecd0736db2ef___UF.GRC_YLCV_Lab 03403.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,43e76f1262f64de88c937ddde7cb06248fbd65ab785c7da69994a6b7a04ea285,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::43e76f1262f64de88c937ddde7cb06248fbd65ab785c7da69994a6b7a04ea285,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4b723929-deb3-4058-9d01-c5b7e2d79551___UF.GRC_YLCV_Lab 01739.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,5bbb94b911a3d49f0f4734f10e5a2fa5e7d614eb39effa0cb9a6314c190b2a99,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::5bbb94b911a3d49f0f4734f10e5a2fa5e7d614eb39effa0cb9a6314c190b2a99,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4b9d525a-b5ef-45b6-b55b-fd11e581a5ff___YLCV_GCREC 5531.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,b6e888dde1f45cf3ea39baca0df2a60b109c0055a974bf8ddc9f15632f51c3a5,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::366.0,366.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::366.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4ba314d4-8eed-421e-8b50-f98a6a66a6a8___YLCV_GCREC 5147.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,8b5483a6154634e8c814d3bebdb00c8af58b0be995e7fadef38584c3f02843e1,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::271.0,271.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::271.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4ba45d12-ae1a-4575-880a-b36ee69ec8e9___UF.GRC_YLCV_Lab 03382.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,81d6babaab6d2814102f01f933945806335c77065c96f2563ef10b6d3d8eb6f1,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::81d6babaab6d2814102f01f933945806335c77065c96f2563ef10b6d3d8eb6f1,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4bb48d8a-9dbd-4291-b588-d6ebf1fba9e3___YLCV_GCREC 5412.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,a3bf7a86cb300579abdf2a747b3dc8cef6bd888a97515b8598b7413b4965d87d,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::336.0,336.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::336.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4bb85b88-bc75-45f8-aa28-a6f64d168649___UF.GRC_YLCV_Lab 02149.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,454419b173a0c1fbc09fcfcc6f4fdff21df1ebddc122baf53ea1655c9ee9f70b,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::454419b173a0c1fbc09fcfcc6f4fdff21df1ebddc122baf53ea1655c9ee9f70b,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4bb8c87b-91fc-4d7c-ae95-bcebefe62dcd___YLCV_NREC 2235.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,b72d2bb6846d218685bd1a948732bf025e91493a7222e460b87176f93f6878ba,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::496.0,496.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::496.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4bbea2ea-4b27-4d49-865e-0f8ddcab99de___UF.GRC_YLCV_Lab 02011.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,46a113beafa7fbb659b91ca2200cd40db1a6e86d9351dfd4a5bf9e32b9c709ce,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::46a113beafa7fbb659b91ca2200cd40db1a6e86d9351dfd4a5bf9e32b9c709ce,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4bc2aee8-39cb-4d93-a92f-eb193d4a9624___YLCV_NREC 2449.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,9ba19840c0ceacb5165931d0bfd120b7ba3415051aead002d1b9e7e29c25eb10,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::550.0,550.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::550.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4bc43590-d621-42f1-af1f-dcd3038feb68___UF.GRC_YLCV_Lab 02799.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,b36a0d276a1ef3da8c38e6c8625a7dd62f13afad495d69a000000f9a92b0b4a4,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::b36a0d276a1ef3da8c38e6c8625a7dd62f13afad495d69a000000f9a92b0b4a4,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4bebb8b8-3b71-48ce-9636-354b8dc63780___UF.GRC_YLCV_Lab 02587.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,ba6071614e7190f7a72807a2c72f87d6a689bc0bb4fd643ea7fdf2c863cfb3e8,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::ba6071614e7190f7a72807a2c72f87d6a689bc0bb4fd643ea7fdf2c863cfb3e8,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4bef8634-a0e1-47c3-8be9-52ed47b4bb22___UF.GRC_YLCV_Lab 01582.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,29e9fe9a926933859b66d0284a07ca750e5245c924af69634ee08b21675be79a,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::29e9fe9a926933859b66d0284a07ca750e5245c924af69634ee08b21675be79a,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4bfdcf96-dd24-499f-94aa-07d04ce8d930___YLCV_GCREC 2121.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,12510fd7bac8b7ce562586de36421530f7acc29a06340121c1635b09f979c23a,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::57.0,57.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::57.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c1dd171-b863-4268-a83f-982bc56b917b___YLCV_GCREC 2611.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,27888b59f6a805e4228b2237acf7034365906f9feb8bbd0bfc82ed112594f30a,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::179.0,179.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::179.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c253b9b-8be6-4904-a886-9ed431332b60___YLCV_NREC 2371.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,c55677e42695aba3ba3458225285d8f2b01b5c863325fe9e858f47f56870d298,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::530.0,530.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::530.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c2d693d-a7e9-4c74-b400-1983abbcb0e5___YLCV_GCREC 2554.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,5d671572a20092715d69a253375d1655f84afec3eedbf5557c75dcf643059896,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::165.0,165.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::165.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c308e9f-c30c-440f-9bb7-5b0ba49fc352___YLCV_GCREC 2450.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,ac4154571a527869f8bcbcdc85cf2cf98142b74b38a3e3d3e34fdfff1407836c,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::139.0,139.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::139.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c35c751-b4d1-4ae9-b2f9-9c0565ff6892___YLCV_NREC 2161.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,fda648d7d1b349e7967d7dcc68bded1f4588c12a04cbc96882770268498d8089,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::478.0,478.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::478.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c388165-8214-4adf-957c-feacb3b2001a___YLCV_GCREC 5448.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,bcc451ba5283b2e74ea0af9b95e3553fd3d3841fd173626b50a22569e21e1508,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::345.0,345.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::345.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c60c0aa-ae90-4a67-93d9-715ef660e53a___UF.GRC_YLCV_Lab 03026.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0fadf816756bf852a85814748ba59f91b6ed91de7c336689666cfebafe4653fa,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::0fadf816756bf852a85814748ba59f91b6ed91de7c336689666cfebafe4653fa,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c69b9bb-96c9-492f-a7e4-8197c580d43d___UF.GRC_YLCV_Lab 01686.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,46c705e283eaf689b29176f888073556b61e8b0693b9317762f6fc44797d2a55,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::46c705e283eaf689b29176f888073556b61e8b0693b9317762f6fc44797d2a55,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c75505b-16a6-4a66-81d8-61636db17edd___YLCV_NREC 2023.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,2d0344a9be153379371ddd63627bee66687ba988829c45f0e1346b205e88794f,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::444.0,444.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::444.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c7a109a-f8ff-4fda-8a24-a57a593e19ef___UF.GRC_YLCV_Lab 02946.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,2cafc74c26f0162b7e73db6d2a61256ba2396c160c49a052a3fe0452441516c5,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::2cafc74c26f0162b7e73db6d2a61256ba2396c160c49a052a3fe0452441516c5,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c80744a-44c1-4f29-85d8-84fa1aa99745___UF.GRC_YLCV_Lab 02749.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,660d84acc70eff46193880b5470cae2495a96486af17f1b9b0721b42132b601e,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::660d84acc70eff46193880b5470cae2495a96486af17f1b9b0721b42132b601e,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c8a1262-55e1-452c-86c5-5cb1f37b8109___YLCV_NREC 2852.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,753f61db933cf91d126176a446c708367d47f5dc08a38d0c58e979a4a9041ad8,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::650.0,650.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::650.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c91c53b-4c37-4029-974b-97daae68f9ab___UF.GRC_YLCV_Lab 01360.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,03b590470e327899e99ef93dc7058e7734002dd907e09a5b5d8e2ac88cf9872f,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::03b590470e327899e99ef93dc7058e7734002dd907e09a5b5d8e2ac88cf9872f,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c92449d-2ec4-4b81-ab67-6bfe565cf83d___YLCV_GCREC 5353.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,13fa476c99a83456baf9e0a00cee3935c11521e8da515da3db956de7d48f82ef,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::321.0,321.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_YLCV Virus.csv,false,train,Tomato___Tomato_Yellow_Leaf_Curl_Virus::leaf::321.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c969379-50fc-4b44-b7fa-5c132fa4329e___UF.GRC_YLCV_Lab 03377.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,681dd71ab8f780059060108273c0c296c15e7aa96b88e16d5bae0b0471cc2814,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::681dd71ab8f780059060108273c0c296c15e7aa96b88e16d5bae0b0471cc2814,UNMAPPED_SINGLE_IMAGE
datasets\raw\tomato\plantvillage_color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c97477f-7372-4fac-b543-6ffc5fc07e50___UF.GRC_YLCV_Lab 09344.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,9b4f2dfcafb5b7ff3f8f679307bfa89bdb675ae0e6e4508384cd63433a89337c,,,UNMAPPED,UNMAPPED,,false,train,UNMAPPED::9b4f2dfcafb5b7ff3f8f679307bfa89bdb675ae0e6e4508384cd63433a89337c,UNMAPPED_SINGLE_IMAGE
